state_po,county_name,candidate,party,candidatevotes,totalvotes
PA,LACKAWANNA,JO JORGENSEN,LIBERTARIAN,1085,115410
PA,LACKAWANNA,DONALD J TRUMP,REPUBLICAN,52334,115410
PA,LANCASTER,JOSEPH R BIDEN JR,DEMOCRAT,115847,280239
PA,LANCASTER,JO JORGENSEN,LIBERTARIAN,4183,280239
PA,LANCASTER,DONALD J TRUMP,REPUBLICAN,160209,280239
PA,LAWRENCE,JOSEPH R BIDEN JR,DEMOCRAT,15978,46076
PA,LAWRENCE,JO JORGENSEN,LIBERTARIAN,501,46076
PA,LAWRENCE,DONALD J TRUMP,REPUBLICAN,29597,46076
PA,LEBANON,JOSEPH R BIDEN JR,DEMOCRAT,23932,71652
PA,LEBANON,JO JORGENSEN,LIBERTARIAN,989,71652
PA,LEBANON,DONALD J TRUMP,REPUBLICAN,46731,71652
PA,LEHIGH,JOSEPH R BIDEN JR,DEMOCRAT,98288,184713
PA,LEHIGH,JO JORGENSEN,LIBERTARIAN,2166,184713
PA,LEHIGH,DONALD J TRUMP,REPUBLICAN,84259,184713
PA,LUZERNE,JOSEPH R BIDEN JR,DEMOCRAT,64873,153321
PA,LUZERNE,JO JORGENSEN,LIBERTARIAN,1519,153321
PA,LUZERNE,DONALD J TRUMP,REPUBLICAN,86929,153321
PA,LYCOMING,JOSEPH R BIDEN JR,DEMOCRAT,16971,59254
PA,LYCOMING,JO JORGENSEN,LIBERTARIAN,821,59254
PA,LYCOMING,DONALD J TRUMP,REPUBLICAN,41462,59254
PA,MCKEAN,JOSEPH R BIDEN JR,DEMOCRAT,5098,19466
PA,MCKEAN,JO JORGENSEN,LIBERTARIAN,285,19466
PA,MCKEAN,DONALD J TRUMP,REPUBLICAN,14083,19466
PA,MERCER,JOSEPH R BIDEN JR,DEMOCRAT,21067,57954
PA,MERCER,JO JORGENSEN,LIBERTARIAN,744,57954
PA,MERCER,DONALD J TRUMP,REPUBLICAN,36143,57954
PA,MIFFLIN,JOSEPH R BIDEN JR,DEMOCRAT,4603,21502
PA,MIFFLIN,JO JORGENSEN,LIBERTARIAN,229,21502
PA,MIFFLIN,DONALD J TRUMP,REPUBLICAN,16670,21502
PA,MONROE,JOSEPH R BIDEN JR,DEMOCRAT,44060,83829
PA,MONROE,JO JORGENSEN,LIBERTARIAN,1043,83829
PA,MONROE,DONALD J TRUMP,REPUBLICAN,38726,83829
PA,MONTGOMERY,JOSEPH R BIDEN JR,DEMOCRAT,319511,510157
PA,MONTGOMERY,JO JORGENSEN,LIBERTARIAN,5186,510157
PA,MONTGOMERY,DONALD J TRUMP,REPUBLICAN,185460,510157
PA,MONTOUR,JOSEPH R BIDEN JR,DEMOCRAT,3771,9771
PA,MONTOUR,JO JORGENSEN,LIBERTARIAN,156,9771
PA,MONTOUR,DONALD J TRUMP,REPUBLICAN,5844,9771
PA,NORTHAMPTON,JOSEPH R BIDEN JR,DEMOCRAT,85087,170942
PA,NORTHAMPTON,JO JORGENSEN,LIBERTARIAN,2001,170942
PA,NORTHAMPTON,DONALD J TRUMP,REPUBLICAN,83854,170942
PA,NORTHUMBERLAND,JOSEPH R BIDEN JR,DEMOCRAT,12677,42283
PA,NORTHUMBERLAND,JO JORGENSEN,LIBERTARIAN,654,42283
PA,NORTHUMBERLAND,DONALD J TRUMP,REPUBLICAN,28952,42283
PA,PERRY,JOSEPH R BIDEN JR,DEMOCRAT,5950,24652
PA,PERRY,JO JORGENSEN,LIBERTARIAN,409,24652
PA,PERRY,DONALD J TRUMP,REPUBLICAN,18293,24652
PA,PHILADELPHIA,JOSEPH R BIDEN JR,DEMOCRAT,603790,741377
PA,PHILADELPHIA,JO JORGENSEN,LIBERTARIAN,4847,741377
PA,PHILADELPHIA,DONALD J TRUMP,REPUBLICAN,132740,741377
PA,PIKE,JOSEPH R BIDEN JR,DEMOCRAT,13019,32554
PA,PIKE,JO JORGENSEN,LIBERTARIAN,322,32554
PA,PIKE,DONALD J TRUMP,REPUBLICAN,19213,32554
PA,POTTER,JOSEPH R BIDEN JR,DEMOCRAT,1726,9064
PA,POTTER,JO JORGENSEN,LIBERTARIAN,99,9064
PA,POTTER,DONALD J TRUMP,REPUBLICAN,7239,9064
PA,SCHUYLKILL,JOSEPH R BIDEN JR,DEMOCRAT,20727,70603
PA,SCHUYLKILL,JO JORGENSEN,LIBERTARIAN,1005,70603
PA,SCHUYLKILL,DONALD J TRUMP,REPUBLICAN,48871,70603
PA,SNYDER,JOSEPH R BIDEN JR,DEMOCRAT,4910,19140
PA,SNYDER,JO JORGENSEN,LIBERTARIAN,247,19140
PA,SNYDER,DONALD J TRUMP,REPUBLICAN,13983,19140
PA,SOMERSET,JOSEPH R BIDEN JR,DEMOCRAT,8654,40543
PA,SOMERSET,JO JORGENSEN,LIBERTARIAN,423,40543
PA,SOMERSET,DONALD J TRUMP,REPUBLICAN,31466,40543
PA,SULLIVAN,JOSEPH R BIDEN JR,DEMOCRAT,921,3595
PA,SULLIVAN,JO JORGENSEN,LIBERTARIAN,55,3595
PA,SULLIVAN,DONALD J TRUMP,REPUBLICAN,2619,3595
PA,SUSQUEHANNA,JOSEPH R BIDEN JR,DEMOCRAT,6236,21752
PA,SUSQUEHANNA,JO JORGENSEN,LIBERTARIAN,309,21752
PA,SUSQUEHANNA,DONALD J TRUMP,REPUBLICAN,15207,21752
PA,TIOGA,JOSEPH R BIDEN JR,DEMOCRAT,4955,21075
PA,TIOGA,JO JORGENSEN,LIBERTARIAN,378,21075
PA,TIOGA,DONALD J TRUMP,REPUBLICAN,15742,21075
PA,UNION,JOSEPH R BIDEN JR,DEMOCRAT,7475,20115
PA,UNION,JO JORGENSEN,LIBERTARIAN,284,20115
PA,UNION,DONALD J TRUMP,REPUBLICAN,12356,20115
PA,VENANGO,JOSEPH R BIDEN JR,DEMOCRAT,7585,26528
PA,VENANGO,JO JORGENSEN,LIBERTARIAN,374,26528
PA,VENANGO,DONALD J TRUMP,REPUBLICAN,18569,26528
PA,WARREN,JOSEPH R BIDEN JR,DEMOCRAT,6066,20650
PA,WARREN,JO JORGENSEN,LIBERTARIAN,347,20650
PA,WARREN,DONALD J TRUMP,REPUBLICAN,14237,20650
PA,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,45088,118478
PA,WASHINGTON,JO JORGENSEN,LIBERTARIAN,1310,118478
PA,WASHINGTON,DONALD J TRUMP,REPUBLICAN,72080,118478
PA,WAYNE,JOSEPH R BIDEN JR,DEMOCRAT,9191,28089
PA,WAYNE,JO JORGENSEN,LIBERTARIAN,261,28089
PA,WAYNE,DONALD J TRUMP,REPUBLICAN,18637,28089
PA,WESTMORELAND,JOSEPH R BIDEN JR,DEMOCRAT,72129,204697
PA,WESTMORELAND,JO JORGENSEN,LIBERTARIAN,2350,204697
PA,WESTMORELAND,DONALD J TRUMP,REPUBLICAN,130218,204697
PA,WYOMING,JOSEPH R BIDEN JR,DEMOCRAT,4704,14858
PA,WYOMING,JO JORGENSEN,LIBERTARIAN,218,14858
PA,WYOMING,DONALD J TRUMP,REPUBLICAN,9936,14858
PA,YORK,JOSEPH R BIDEN JR,DEMOCRAT,88114,238471
PA,YORK,JO JORGENSEN,LIBERTARIAN,3624,238471
PA,YORK,DONALD J TRUMP,REPUBLICAN,146733,238471
RI,BRISTOL,JOSEPH R BIDEN JR,DEMOCRAT,18050,28415
RI,BRISTOL,JO JORGENSEN,LIBERTARIAN,326,28415
RI,BRISTOL,OTHER,OTHER,294,28415
RI,BRISTOL,DONALD J TRUMP,REPUBLICAN,9745,28415
RI,KENT,JOSEPH R BIDEN JR,DEMOCRAT,49113,93093
RI,KENT,JO JORGENSEN,LIBERTARIAN,1065,93093
RI,KENT,OTHER,OTHER,914,93093
RI,KENT,DONALD J TRUMP,REPUBLICAN,42001,93093
RI,NEWPORT,JOSEPH R BIDEN JR,DEMOCRAT,29486,46148
RI,NEWPORT,JO JORGENSEN,LIBERTARIAN,504,46148
RI,NEWPORT,OTHER,OTHER,436,46148
RI,NEWPORT,DONALD J TRUMP,REPUBLICAN,15722,46148
RI,PROVIDENCE,JOSEPH R BIDEN JR,DEMOCRAT,165012,272667
RI,PROVIDENCE,JO JORGENSEN,LIBERTARIAN,2291,272667
RI,PROVIDENCE,OTHER,OTHER,2813,272667
RI,PROVIDENCE,DONALD J TRUMP,REPUBLICAN,102551,272667
RI,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,44549,76060
RI,WASHINGTON,JO JORGENSEN,LIBERTARIAN,861,76060
RI,WASHINGTON,OTHER,OTHER,832,76060
RI,WASHINGTON,DONALD J TRUMP,REPUBLICAN,29818,76060
RI,FEDERAL PRECINCT,JOSEPH R BIDEN JR,DEMOCRAT,1276,1374
RI,FEDERAL PRECINCT,JO JORGENSEN,LIBERTARIAN,6,1374
RI,FEDERAL PRECINCT,OTHER,OTHER,7,1374
RI,FEDERAL PRECINCT,DONALD J TRUMP,REPUBLICAN,85,1374
SC,ABBEVILLE,JOSEPH R BIDEN JR,DEMOCRAT,755,12433
SC,ABBEVILLE,JOSEPH R BIDEN JR,DEMOCRAT,1205,12433
SC,ABBEVILLE,JOSEPH R BIDEN JR,DEMOCRAT,0,12433
SC,ABBEVILLE,JOSEPH R BIDEN JR,DEMOCRAT,12,12433
SC,ABBEVILLE,JOSEPH R BIDEN JR,DEMOCRAT,2129,12433
SC,ABBEVILLE,JOSEPH R BIDEN JR,DEMOCRAT,0,12433
SC,ABBEVILLE,OTHER,GREEN,4,12433
SC,ABBEVILLE,OTHER,GREEN,10,12433
SC,ABBEVILLE,OTHER,GREEN,0,12433
SC,ABBEVILLE,OTHER,GREEN,0,12433
SC,ABBEVILLE,OTHER,GREEN,9,12433
SC,ABBEVILLE,OTHER,GREEN,0,12433
SC,ABBEVILLE,JO JORGENSEN,LIBERTARIAN,6,12433
SC,ABBEVILLE,JO JORGENSEN,LIBERTARIAN,52,12433
SC,ABBEVILLE,JO JORGENSEN,LIBERTARIAN,0,12433
SC,ABBEVILLE,JO JORGENSEN,LIBERTARIAN,0,12433
SC,ABBEVILLE,JO JORGENSEN,LIBERTARIAN,30,12433
SC,ABBEVILLE,JO JORGENSEN,LIBERTARIAN,0,12433
SC,ABBEVILLE,OTHER,OTHER,0,12433
SC,ABBEVILLE,OTHER,OTHER,2,12433
SC,ABBEVILLE,OTHER,OTHER,0,12433
SC,ABBEVILLE,OTHER,OTHER,0,12433
SC,ABBEVILLE,OTHER,OTHER,4,12433
SC,ABBEVILLE,OTHER,OTHER,0,12433
SC,ABBEVILLE,DONALD J TRUMP,REPUBLICAN,581,12433
SC,ABBEVILLE,DONALD J TRUMP,REPUBLICAN,4306,12433
SC,ABBEVILLE,DONALD J TRUMP,REPUBLICAN,0,12433
SC,ABBEVILLE,DONALD J TRUMP,REPUBLICAN,8,12433
SC,ABBEVILLE,DONALD J TRUMP,REPUBLICAN,3320,12433
SC,ABBEVILLE,DONALD J TRUMP,REPUBLICAN,0,12433
SC,AIKEN,JOSEPH R BIDEN JR,DEMOCRAT,6392,85185
SC,AIKEN,JOSEPH R BIDEN JR,DEMOCRAT,11888,85185
SC,AIKEN,JOSEPH R BIDEN JR,DEMOCRAT,28,85185
SC,AIKEN,JOSEPH R BIDEN JR,DEMOCRAT,8,85185
SC,AIKEN,JOSEPH R BIDEN JR,DEMOCRAT,13953,85185
SC,AIKEN,JOSEPH R BIDEN JR,DEMOCRAT,6,85185
SC,AIKEN,OTHER,GREEN,47,85185
SC,AIKEN,OTHER,GREEN,159,85185
SC,AIKEN,OTHER,GREEN,0,85185
SC,AIKEN,OTHER,GREEN,0,85185
SC,AIKEN,OTHER,GREEN,68,85185
SC,AIKEN,OTHER,GREEN,0,85185
SC,AIKEN,JO JORGENSEN,LIBERTARIAN,95,85185
SC,AIKEN,JO JORGENSEN,LIBERTARIAN,643,85185
SC,AIKEN,JO JORGENSEN,LIBERTARIAN,1,85185
SC,AIKEN,JO JORGENSEN,LIBERTARIAN,1,85185
SC,AIKEN,JO JORGENSEN,LIBERTARIAN,241,85185
SC,AIKEN,JO JORGENSEN,LIBERTARIAN,1,85185
SC,AIKEN,OTHER,OTHER,10,85185
SC,AIKEN,OTHER,OTHER,33,85185
SC,AIKEN,OTHER,OTHER,0,85185
SC,AIKEN,OTHER,OTHER,0,85185
SC,AIKEN,OTHER,OTHER,22,85185
SC,AIKEN,OTHER,OTHER,0,85185
SC,AIKEN,DONALD J TRUMP,REPUBLICAN,5162,85185
SC,AIKEN,DONALD J TRUMP,REPUBLICAN,27763,85185
SC,AIKEN,DONALD J TRUMP,REPUBLICAN,27,85185
SC,AIKEN,DONALD J TRUMP,REPUBLICAN,16,85185
SC,AIKEN,DONALD J TRUMP,REPUBLICAN,18606,85185
SC,AIKEN,DONALD J TRUMP,REPUBLICAN,15,85185
SC,ALLENDALE,JOSEPH R BIDEN JR,DEMOCRAT,406,3593
SC,ALLENDALE,JOSEPH R BIDEN JR,DEMOCRAT,720,3593
SC,ALLENDALE,JOSEPH R BIDEN JR,DEMOCRAT,0,3593
SC,ALLENDALE,JOSEPH R BIDEN JR,DEMOCRAT,0,3593
SC,ALLENDALE,JOSEPH R BIDEN JR,DEMOCRAT,1588,3593
SC,ALLENDALE,JOSEPH R BIDEN JR,DEMOCRAT,4,3593
SC,ALLENDALE,OTHER,GREEN,2,3593
SC,ALLENDALE,OTHER,GREEN,8,3593
SC,ALLENDALE,OTHER,GREEN,0,3593
SC,ALLENDALE,OTHER,GREEN,0,3593
SC,ALLENDALE,OTHER,GREEN,9,3593
SC,ALLENDALE,OTHER,GREEN,0,3593
SC,ALLENDALE,JO JORGENSEN,LIBERTARIAN,3,3593
SC,ALLENDALE,JO JORGENSEN,LIBERTARIAN,5,3593
SC,ALLENDALE,JO JORGENSEN,LIBERTARIAN,0,3593
SC,ALLENDALE,JO JORGENSEN,LIBERTARIAN,0,3593
SC,ALLENDALE,JO JORGENSEN,LIBERTARIAN,11,3593
SC,ALLENDALE,JO JORGENSEN,LIBERTARIAN,0,3593
SC,ALLENDALE,OTHER,OTHER,0,3593
SC,ALLENDALE,OTHER,OTHER,1,3593
SC,ALLENDALE,OTHER,OTHER,0,3593
SC,ALLENDALE,OTHER,OTHER,0,3593
SC,ALLENDALE,OTHER,OTHER,1,3593
SC,ALLENDALE,OTHER,OTHER,0,3593
SC,ALLENDALE,DONALD J TRUMP,REPUBLICAN,59,3593
SC,ALLENDALE,DONALD J TRUMP,REPUBLICAN,442,3593
SC,ALLENDALE,DONALD J TRUMP,REPUBLICAN,0,3593
SC,ALLENDALE,DONALD J TRUMP,REPUBLICAN,0,3593
SC,ALLENDALE,DONALD J TRUMP,REPUBLICAN,330,3593
SC,ALLENDALE,DONALD J TRUMP,REPUBLICAN,4,3593
SC,ANDERSON,JOSEPH R BIDEN JR,DEMOCRAT,7057,96093
SC,ANDERSON,JOSEPH R BIDEN JR,DEMOCRAT,13771,96093
SC,ANDERSON,JOSEPH R BIDEN JR,DEMOCRAT,35,96093
SC,ANDERSON,JOSEPH R BIDEN JR,DEMOCRAT,66,96093
SC,ANDERSON,JOSEPH R BIDEN JR,DEMOCRAT,6195,96093
SC,ANDERSON,JOSEPH R BIDEN JR,DEMOCRAT,45,96093
SC,ANDERSON,OTHER,GREEN,21,96093
SC,ANDERSON,OTHER,GREEN,129,96093
SC,ANDERSON,OTHER,GREEN,0,96093
SC,ANDERSON,OTHER,GREEN,0,96093
SC,ANDERSON,OTHER,GREEN,28,96093
SC,ANDERSON,OTHER,GREEN,0,96093
SC,ANDERSON,JO JORGENSEN,LIBERTARIAN,98,96093
SC,ANDERSON,JO JORGENSEN,LIBERTARIAN,873,96093
SC,ANDERSON,JO JORGENSEN,LIBERTARIAN,0,96093
SC,ANDERSON,JO JORGENSEN,LIBERTARIAN,4,96093
SC,ANDERSON,JO JORGENSEN,LIBERTARIAN,145,96093
SC,ANDERSON,JO JORGENSEN,LIBERTARIAN,3,96093
SC,ANDERSON,OTHER,OTHER,8,96093
SC,ANDERSON,OTHER,OTHER,39,96093
SC,ANDERSON,OTHER,OTHER,0,96093
SC,ANDERSON,OTHER,OTHER,0,96093
SC,ANDERSON,OTHER,OTHER,11,96093
SC,ANDERSON,OTHER,OTHER,0,96093
SC,ANDERSON,DONALD J TRUMP,REPUBLICAN,11505,96093
SC,ANDERSON,DONALD J TRUMP,REPUBLICAN,49622,96093
SC,ANDERSON,DONALD J TRUMP,REPUBLICAN,72,96093
SC,ANDERSON,DONALD J TRUMP,REPUBLICAN,159,96093
SC,ANDERSON,DONALD J TRUMP,REPUBLICAN,6110,96093
SC,ANDERSON,DONALD J TRUMP,REPUBLICAN,97,96093
SC,BAMBERG,JOSEPH R BIDEN JR,DEMOCRAT,814,6482
SC,BAMBERG,JOSEPH R BIDEN JR,DEMOCRAT,1431,6482
SC,BAMBERG,JOSEPH R BIDEN JR,DEMOCRAT,0,6482
SC,BAMBERG,JOSEPH R BIDEN JR,DEMOCRAT,5,6482
SC,BAMBERG,JOSEPH R BIDEN JR,DEMOCRAT,1760,6482
SC,BAMBERG,JOSEPH R BIDEN JR,DEMOCRAT,0,6482
SC,BAMBERG,OTHER,GREEN,0,6482
SC,BAMBERG,OTHER,GREEN,8,6482
SC,BAMBERG,OTHER,GREEN,0,6482
SC,BAMBERG,OTHER,GREEN,0,6482
SC,BAMBERG,OTHER,GREEN,9,6482
SC,BAMBERG,OTHER,GREEN,0,6482
SC,BAMBERG,JO JORGENSEN,LIBERTARIAN,5,6482
SC,BAMBERG,JO JORGENSEN,LIBERTARIAN,14,6482
SC,BAMBERG,JO JORGENSEN,LIBERTARIAN,0,6482
SC,BAMBERG,JO JORGENSEN,LIBERTARIAN,1,6482
SC,BAMBERG,JO JORGENSEN,LIBERTARIAN,11,6482
SC,BAMBERG,JO JORGENSEN,LIBERTARIAN,0,6482
SC,BAMBERG,OTHER,OTHER,1,6482
SC,BAMBERG,OTHER,OTHER,1,6482
SC,BAMBERG,OTHER,OTHER,0,6482
SC,BAMBERG,OTHER,OTHER,0,6482
SC,BAMBERG,OTHER,OTHER,5,6482
SC,BAMBERG,OTHER,OTHER,0,6482
SC,BAMBERG,DONALD J TRUMP,REPUBLICAN,180,6482
SC,BAMBERG,DONALD J TRUMP,REPUBLICAN,1361,6482
SC,BAMBERG,DONALD J TRUMP,REPUBLICAN,0,6482
SC,BAMBERG,DONALD J TRUMP,REPUBLICAN,4,6482
SC,BAMBERG,DONALD J TRUMP,REPUBLICAN,872,6482
SC,BAMBERG,DONALD J TRUMP,REPUBLICAN,0,6482
SC,BARNWELL,JOSEPH R BIDEN JR,DEMOCRAT,704,10321
SC,BARNWELL,JOSEPH R BIDEN JR,DEMOCRAT,1746,10321
SC,BARNWELL,JOSEPH R BIDEN JR,DEMOCRAT,10,10321
SC,BARNWELL,JOSEPH R BIDEN JR,DEMOCRAT,0,10321
SC,BARNWELL,JOSEPH R BIDEN JR,DEMOCRAT,2257,10321
SC,BARNWELL,JOSEPH R BIDEN JR,DEMOCRAT,3,10321
SC,BARNWELL,OTHER,GREEN,0,10321
SC,BARNWELL,OTHER,GREEN,15,10321
SC,BARNWELL,OTHER,GREEN,0,10321
SC,BARNWELL,OTHER,GREEN,0,10321
SC,BARNWELL,OTHER,GREEN,4,10321
SC,BARNWELL,OTHER,GREEN,0,10321
SC,BARNWELL,JO JORGENSEN,LIBERTARIAN,9,10321
SC,BARNWELL,JO JORGENSEN,LIBERTARIAN,47,10321
SC,BARNWELL,JO JORGENSEN,LIBERTARIAN,0,10321
SC,BARNWELL,JO JORGENSEN,LIBERTARIAN,0,10321
SC,BARNWELL,JO JORGENSEN,LIBERTARIAN,22,10321
SC,BARNWELL,JO JORGENSEN,LIBERTARIAN,0,10321
SC,BARNWELL,OTHER,OTHER,1,10321
SC,BARNWELL,OTHER,OTHER,9,10321
SC,BARNWELL,OTHER,OTHER,0,10321
SC,BARNWELL,OTHER,OTHER,0,10321
SC,BARNWELL,OTHER,OTHER,2,10321
SC,BARNWELL,OTHER,OTHER,0,10321
SC,BARNWELL,DONALD J TRUMP,REPUBLICAN,329,10321
SC,BARNWELL,DONALD J TRUMP,REPUBLICAN,2862,10321
SC,BARNWELL,DONALD J TRUMP,REPUBLICAN,8,10321
SC,BARNWELL,DONALD J TRUMP,REPUBLICAN,0,10321
SC,BARNWELL,DONALD J TRUMP,REPUBLICAN,2289,10321
SC,BARNWELL,DONALD J TRUMP,REPUBLICAN,4,10321
SC,BEAUFORT,JOSEPH R BIDEN JR,DEMOCRAT,13713,97835
SC,BEAUFORT,JOSEPH R BIDEN JR,DEMOCRAT,13221,97835
SC,BEAUFORT,JOSEPH R BIDEN JR,DEMOCRAT,63,97835
SC,BEAUFORT,JOSEPH R BIDEN JR,DEMOCRAT,33,97835
SC,BEAUFORT,JOSEPH R BIDEN JR,DEMOCRAT,16236,97835
SC,BEAUFORT,JOSEPH R BIDEN JR,DEMOCRAT,153,97835
SC,BEAUFORT,OTHER,GREEN,38,97835
SC,BEAUFORT,OTHER,GREEN,126,97835
SC,BEAUFORT,OTHER,GREEN,0,97835
SC,BEAUFORT,OTHER,GREEN,0,97835
SC,BEAUFORT,OTHER,GREEN,50,97835
SC,BEAUFORT,OTHER,GREEN,0,97835
SC,BEAUFORT,JO JORGENSEN,LIBERTARIAN,179,97835
SC,BEAUFORT,JO JORGENSEN,LIBERTARIAN,534,97835
SC,BEAUFORT,JO JORGENSEN,LIBERTARIAN,6,97835
SC,BEAUFORT,JO JORGENSEN,LIBERTARIAN,4,97835
SC,BEAUFORT,JO JORGENSEN,LIBERTARIAN,214,97835
SC,BEAUFORT,JO JORGENSEN,LIBERTARIAN,4,97835
SC,BEAUFORT,OTHER,OTHER,13,97835
SC,BEAUFORT,OTHER,OTHER,30,97835
SC,BEAUFORT,OTHER,OTHER,0,97835
SC,BEAUFORT,OTHER,OTHER,0,97835
SC,BEAUFORT,OTHER,OTHER,22,97835
SC,BEAUFORT,OTHER,OTHER,2,97835
SC,BEAUFORT,DONALD J TRUMP,REPUBLICAN,9122,97835
SC,BEAUFORT,DONALD J TRUMP,REPUBLICAN,26945,97835
SC,BEAUFORT,DONALD J TRUMP,REPUBLICAN,87,97835
SC,BEAUFORT,DONALD J TRUMP,REPUBLICAN,42,97835
SC,BEAUFORT,DONALD J TRUMP,REPUBLICAN,16804,97835
SC,BEAUFORT,DONALD J TRUMP,REPUBLICAN,194,97835
SC,BERKELEY,JOSEPH R BIDEN JR,DEMOCRAT,11629,104458
SC,BERKELEY,JOSEPH R BIDEN JR,DEMOCRAT,15464,104458
SC,BERKELEY,JOSEPH R BIDEN JR,DEMOCRAT,16,104458
SC,BERKELEY,JOSEPH R BIDEN JR,DEMOCRAT,23,104458
SC,BERKELEY,JOSEPH R BIDEN JR,DEMOCRAT,18021,104458
SC,BERKELEY,JOSEPH R BIDEN JR,DEMOCRAT,70,104458
SC,BERKELEY,OTHER,GREEN,51,104458
SC,BERKELEY,OTHER,GREEN,153,104458
SC,BERKELEY,OTHER,GREEN,0,104458
SC,BERKELEY,OTHER,GREEN,0,104458
SC,BERKELEY,OTHER,GREEN,72,104458
SC,BERKELEY,OTHER,GREEN,0,104458
SC,BERKELEY,JO JORGENSEN,LIBERTARIAN,222,104458
SC,BERKELEY,JO JORGENSEN,LIBERTARIAN,899,104458
SC,BERKELEY,JO JORGENSEN,LIBERTARIAN,1,104458
SC,BERKELEY,JO JORGENSEN,LIBERTARIAN,0,104458
SC,BERKELEY,JO JORGENSEN,LIBERTARIAN,361,104458
SC,BERKELEY,JO JORGENSEN,LIBERTARIAN,2,104458
SC,BERKELEY,OTHER,OTHER,23,104458
SC,BERKELEY,OTHER,OTHER,41,104458
SC,BERKELEY,OTHER,OTHER,0,104458
SC,BERKELEY,OTHER,OTHER,0,104458
SC,BERKELEY,OTHER,OTHER,13,104458
SC,BERKELEY,OTHER,OTHER,0,104458
SC,BERKELEY,DONALD J TRUMP,REPUBLICAN,8375,104458
SC,BERKELEY,DONALD J TRUMP,REPUBLICAN,30574,104458
SC,BERKELEY,DONALD J TRUMP,REPUBLICAN,26,104458
SC,BERKELEY,DONALD J TRUMP,REPUBLICAN,51,104458
SC,BERKELEY,DONALD J TRUMP,REPUBLICAN,18313,104458
SC,BERKELEY,DONALD J TRUMP,REPUBLICAN,58,104458
SC,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,784,8291
SC,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,1226,8291
SC,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,16,8291
SC,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,2,8291
SC,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,1877,8291
SC,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,0,8291
SC,CALHOUN,OTHER,GREEN,2,8291
SC,CALHOUN,OTHER,GREEN,9,8291
SC,CALHOUN,OTHER,GREEN,0,8291
SC,CALHOUN,OTHER,GREEN,0,8291
SC,CALHOUN,OTHER,GREEN,7,8291
SC,CALHOUN,OTHER,GREEN,0,8291
SC,CALHOUN,JO JORGENSEN,LIBERTARIAN,9,8291
SC,CALHOUN,JO JORGENSEN,LIBERTARIAN,36,8291
SC,CALHOUN,JO JORGENSEN,LIBERTARIAN,0,8291
SC,CALHOUN,JO JORGENSEN,LIBERTARIAN,0,8291
SC,CALHOUN,JO JORGENSEN,LIBERTARIAN,13,8291
SC,CALHOUN,JO JORGENSEN,LIBERTARIAN,0,8291
SC,CALHOUN,OTHER,OTHER,0,8291
SC,CALHOUN,OTHER,OTHER,3,8291
SC,CALHOUN,OTHER,OTHER,0,8291
SC,CALHOUN,OTHER,OTHER,0,8291
SC,CALHOUN,OTHER,OTHER,2,8291
SC,CALHOUN,OTHER,OTHER,0,8291
SC,CALHOUN,DONALD J TRUMP,REPUBLICAN,357,8291
SC,CALHOUN,DONALD J TRUMP,REPUBLICAN,2657,8291
SC,CALHOUN,DONALD J TRUMP,REPUBLICAN,12,8291
SC,CALHOUN,DONALD J TRUMP,REPUBLICAN,3,8291
SC,CALHOUN,DONALD J TRUMP,REPUBLICAN,1276,8291
SC,CALHOUN,DONALD J TRUMP,REPUBLICAN,0,8291
SC,CHARLESTON,JOSEPH R BIDEN JR,DEMOCRAT,39335,218857
SC,CHARLESTON,JOSEPH R BIDEN JR,DEMOCRAT,25649,218857
SC,CHARLESTON,JOSEPH R BIDEN JR,DEMOCRAT,92,218857
SC,CHARLESTON,JOSEPH R BIDEN JR,DEMOCRAT,164,218857
SC,CHARLESTON,JOSEPH R BIDEN JR,DEMOCRAT,56016,218857
SC,CHARLESTON,JOSEPH R BIDEN JR,DEMOCRAT,229,218857
SC,CHARLESTON,OTHER,GREEN,155,218857
SC,CHARLESTON,OTHER,GREEN,318,218857
SC,CHARLESTON,OTHER,GREEN,2,218857
SC,CHARLESTON,OTHER,GREEN,2,218857
SC,CHARLESTON,OTHER,GREEN,262,218857
SC,CHARLESTON,OTHER,GREEN,4,218857
SC,CHARLESTON,JO JORGENSEN,LIBERTARIAN,643,218857
SC,CHARLESTON,JO JORGENSEN,LIBERTARIAN,1262,218857
SC,CHARLESTON,JO JORGENSEN,LIBERTARIAN,0,218857
SC,CHARLESTON,JO JORGENSEN,LIBERTARIAN,4,218857
SC,CHARLESTON,JO JORGENSEN,LIBERTARIAN,1261,218857
SC,CHARLESTON,JO JORGENSEN,LIBERTARIAN,7,218857
SC,CHARLESTON,OTHER,OTHER,39,218857
SC,CHARLESTON,OTHER,OTHER,59,218857
SC,CHARLESTON,OTHER,OTHER,0,218857
SC,CHARLESTON,OTHER,OTHER,1,218857
SC,CHARLESTON,OTHER,OTHER,55,218857
